instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,is_holiday,is_weekday
4362,2011-07-05,3,0,7,0,2,1,1,0.82,0.7424,0.43,0.0,51,111,162,15.0,Weekday,holiday
4363,2011-07-05,3,0,7,0,2,1,1,0.82,0.7576,0.46,0.1045,79,202,281,16.0,Weekday,holiday
4364,2011-07-05,3,0,7,0,2,1,1,0.82,0.7576,0.46,0.1045,79,466,545,17.0,Weekday,holiday
4365,2011-07-05,3,0,7,0,2,1,1,0.8,0.7576,0.55,0.1642,70,426,496,18.0,Weekday,holiday
4366,2011-07-05,3,0,7,0,2,1,1,0.8,0.7727,0.59,0.1343,71,297,368,19.0,Weekday,holiday
4367,2011-07-05,3,0,7,0,2,1,1,0.76,0.7273,0.66,0.1045,59,225,284,20.0,Weekday,holiday
4368,2011-07-05,3,0,7,0,2,1,1,0.78,0.7424,0.62,0.2537,77,168,245,21.0,Weekday,holiday
4369,2011-07-05,3,0,7,0,2,1,1,0.76,0.7273,0.66,0.2239,31,124,155,22.0,Weekday,holiday
4370,2011-07-05,3,0,7,0,2,1,1,0.74,0.697,0.66,0.1642,19,54,73,23.0,Weekday,holiday
4371,2011-07-06,3,0,7,0,3,1,1,0.72,0.697,0.74,0.194,11,26,37,0.0,Weekday,holiday
4372,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.74,0.1343,4,11,15,1.0,Weekday,holiday
4373,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.0896,1,4,5,2.0,Weekday,holiday
4374,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.0,0,6,6,3.0,Weekday,holiday
4375,2011-07-06,3,0,7,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6,6,4.0,Weekday,holiday
4376,2011-07-06,3,0,7,0,3,1,1,0.68,0.6364,0.83,0.0896,5,30,35,5.0,Weekday,holiday
4377,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.0896,9,112,121,6.0,Weekday,holiday
4378,2011-07-06,3,0,7,0,3,1,2,0.72,0.697,0.79,0.0,24,288,312,7.0,Weekday,holiday
4379,2011-07-06,3,0,7,0,3,1,2,0.72,0.697,0.74,0.1045,31,397,428,8.0,Weekday,holiday
4380,2011-07-06,3,0,7,0,3,1,3,0.7,0.6667,0.79,0.194,31,158,189,9.0,Weekday,holiday
4381,2011-07-06,3,0,7,0,3,1,3,0.7,0.6667,0.79,0.0896,13,30,43,10.0,Weekday,holiday
4382,2011-07-06,3,0,7,0,3,1,2,0.72,0.697,0.74,0.0,24,103,127,11.0,Weekday,holiday
4383,2011-07-06,3,0,7,0,3,1,2,0.74,0.697,0.66,0.0896,38,114,152,12.0,Weekday,holiday
4384,2011-07-06,3,0,7,0,3,1,2,0.74,0.697,0.7,0.1045,33,107,140,13.0,Weekday,holiday
4385,2011-07-06,3,0,7,0,3,1,1,0.76,0.7273,0.66,0.2836,50,113,163,14.0,Weekday,holiday
4386,2011-07-06,3,0,7,0,3,1,1,0.76,0.7273,0.7,0.2836,55,130,185,15.0,Weekday,holiday
4387,2011-07-06,3,0,7,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275,16.0,Weekday,holiday
4388,2011-07-06,3,0,7,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517,596,17.0,Weekday,holiday
4389,2011-07-06,3,0,7,0,3,1,1,0.76,0.7121,0.62,0.194,77,486,563,18.0,Weekday,holiday
4390,2011-07-06,3,0,7,0,3,1,1,0.74,0.697,0.7,0.2239,71,323,394,19.0,Weekday,holiday
4391,2011-07-06,3,0,7,0,3,1,1,0.72,0.697,0.74,0.2537,55,257,312,20.0,Weekday,holiday
4392,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.194,66,175,241,21.0,Weekday,holiday
4393,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.194,30,156,186,22.0,Weekday,holiday
4394,2011-07-06,3,0,7,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78,98,23.0,Weekday,holiday
4395,2011-07-07,3,0,7,0,4,1,1,0.66,0.5909,0.89,0.1343,6,29,35,0.0,Weekday,holiday
4396,2011-07-07,3,0,7,0,4,1,1,0.66,0.5909,0.89,0.194,2,14,16,1.0,Weekday,holiday
4397,2011-07-07,3,0,7,0,4,1,1,0.66,0.5909,0.89,0.194,1,7,8,2.0,Weekday,holiday
4398,2011-07-07,3,0,7,0,4,1,1,0.64,0.5606,0.94,0.1045,2,2,4,3.0,Weekday,holiday
4399,2011-07-07,3,0,7,0,4,1,1,0.64,0.5758,0.89,0.1045,0,4,4,4.0,Weekday,holiday
4400,2011-07-07,3,0,7,0,4,1,1,0.64,0.5758,0.89,0.1045,2,30,32,5.0,Weekday,holiday
4401,2011-07-07,3,0,7,0,4,1,2,0.64,0.5758,0.89,0.1343,11,107,118,6.0,Weekday,holiday
4402,2011-07-07,3,0,7,0,4,1,2,0.66,0.5909,0.89,0.1045,13,279,292,7.0,Weekday,holiday
4403,2011-07-07,3,0,7,0,4,1,2,0.7,0.6667,0.79,0.194,28,415,443,8.0,Weekday,holiday
4404,2011-07-07,3,0,7,0,4,1,1,0.74,0.697,0.7,0.1642,25,154,179,9.0,Weekday,holiday
4405,2011-07-07,3,0,7,0,4,1,1,0.78,0.7424,0.62,0.0,29,72,101,10.0,Weekday,holiday
4406,2011-07-07,3,0,7,0,4,1,1,0.82,0.7727,0.52,0.1343,30,112,142,11.0,Weekday,holiday
4407,2011-07-07,3,0,7,0,4,1,1,0.84,0.7727,0.41,0.0,32,139,171,12.0,Weekday,holiday
4408,2011-07-07,3,0,7,0,4,1,1,0.86,0.7879,0.41,0.0,48,107,155,13.0,Weekday,holiday
4409,2011-07-07,3,0,7,0,4,1,1,0.86,0.7879,0.41,0.2537,39,121,160,14.0,Weekday,holiday
4410,2011-07-07,3,0,7,0,4,1,1,0.86,0.7879,0.41,0.2537,47,119,166,15.0,Weekday,holiday
4411,2011-07-07,3,0,7,0,4,1,1,0.86,0.7727,0.39,0.2239,47,218,265,16.0,Weekday,holiday
4412,2011-07-07,3,0,7,0,4,1,1,0.86,0.7576,0.36,0.2537,80,489,569,17.0,Weekday,holiday
4413,2011-07-07,3,0,7,0,4,1,1,0.84,0.7576,0.44,0.2985,70,492,562,18.0,Weekday,holiday
4414,2011-07-07,3,0,7,0,4,1,1,0.82,0.7727,0.52,0.2836,79,286,365,19.0,Weekday,holiday
4415,2011-07-07,3,0,7,0,4,1,1,0.76,0.7121,0.58,0.3582,61,224,285,20.0,Weekday,holiday
4416,2011-07-07,3,0,7,0,4,1,1,0.74,0.6818,0.62,0.1642,39,170,209,21.0,Weekday,holiday
4417,2011-07-07,3,0,7,0,4,1,1,0.74,0.6818,0.62,0.1642,32,150,182,22.0,Weekday,holiday
4418,2011-07-07,3,0,7,0,4,1,1,0.72,0.6818,0.66,0.0,31,98,129,23.0,Weekday,holiday
4419,2011-07-08,3,0,7,0,5,1,1,0.74,0.697,0.66,0.1045,6,41,47,0.0,Weekday,holiday
4420,2011-07-08,3,0,7,0,5,1,1,0.72,0.697,0.79,0.0,9,25,34,1.0,Weekday,holiday
4421,2011-07-08,3,0,7,0,5,1,2,0.7,0.6667,0.74,0.1642,10,12,22,2.0,Weekday,holiday
4422,2011-07-08,3,0,7,0,5,1,1,0.68,0.6364,0.79,0.1045,2,4,6,3.0,Weekday,holiday
4423,2011-07-08,3,0,7,0,5,1,1,0.7,0.6667,0.79,0.2537,7,4,11,4.0,Weekday,holiday
4424,2011-07-08,3,0,7,0,5,1,1,0.68,0.6364,0.79,0.2537,3,24,27,5.0,Weekday,holiday
4425,2011-07-08,3,0,7,0,5,1,1,0.7,0.6667,0.74,0.1045,11,91,102,6.0,Weekday,holiday
4426,2011-07-08,3,0,7,0,5,1,2,0.7,0.6667,0.79,0.194,30,302,332,7.0,Weekday,holiday
4427,2011-07-08,3,0,7,0,5,1,2,0.72,0.697,0.74,0.2537,36,421,457,8.0,Weekday,holiday
4428,2011-07-08,3,0,7,0,5,1,2,0.76,0.7273,0.7,0.2985,30,211,241,9.0,Weekday,holiday
4429,2011-07-08,3,0,7,0,5,1,2,0.74,0.697,0.7,0.3582,30,108,138,10.0,Weekday,holiday
4430,2011-07-08,3,0,7,0,5,1,2,0.74,0.7121,0.74,0.2537,61,104,165,11.0,Weekday,holiday
4431,2011-07-08,3,0,7,0,5,1,2,0.76,0.7273,0.7,0.2836,49,164,213,12.0,Weekday,holiday
4432,2011-07-08,3,0,7,0,5,1,2,0.78,0.7576,0.66,0.2836,54,175,229,13.0,Weekday,holiday
4433,2011-07-08,3,0,7,0,5,1,2,0.8,0.7879,0.63,0.3582,53,163,216,14.0,Weekday,holiday
4434,2011-07-08,3,0,7,0,5,1,2,0.8,0.7879,0.63,0.3582,39,102,141,15.0,Weekday,holiday
4435,2011-07-08,3,0,7,0,5,1,3,0.68,0.6364,0.83,0.4478,27,105,132,16.0,Weekday,holiday
4436,2011-07-08,3,0,7,0,5,1,3,0.66,0.5909,0.89,0.4478,6,161,167,17.0,Weekday,holiday
4437,2011-07-08,3,0,7,0,5,1,1,0.66,0.6061,0.83,0.0896,35,281,316,18.0,Weekday,holiday
4438,2011-07-08,3,0,7,0,5,1,1,0.66,0.6061,0.83,0.0896,45,225,270,19.0,Weekday,holiday
4439,2011-07-08,3,0,7,0,5,1,1,0.66,0.6061,0.83,0.1642,30,220,250,20.0,Weekday,holiday
4440,2011-07-08,3,0,7,0,5,1,2,0.66,0.6061,0.83,0.2537,46,158,204,21.0,Weekday,holiday
4441,2011-07-08,3,0,7,0,5,1,2,0.66,0.6061,0.78,0.194,33,136,169,22.0,Weekday,holiday
4442,2011-07-08,3,0,7,0,5,1,2,0.66,0.6061,0.78,0.0896,40,111,151,23.0,Weekday,holiday
4443,2011-07-09,3,0,7,0,6,0,2,0.66,0.6061,0.83,0.1343,31,90,121,0.0,Weekday,holiday
4444,2011-07-09,3,0,7,0,6,0,2,0.64,0.5758,0.89,0.1045,5,48,53,1.0,Weekday,holiday
4445,2011-07-09,3,0,7,0,6,0,1,0.64,0.5758,0.89,0.1642,12,43,55,2.0,Weekday,holiday
4446,2011-07-09,3,0,7,0,6,0,1,0.64,0.5758,0.89,0.1343,7,23,30,3.0,Weekday,holiday
4447,2011-07-09,3,0,7,0,6,0,1,0.64,0.5758,0.83,0.2239,2,4,6,4.0,Weekday,holiday
4448,2011-07-09,3,0,7,0,6,0,2,0.62,0.5606,0.88,0.1642,4,11,15,5.0,Weekday,holiday
4449,2011-07-09,3,0,7,0,6,0,2,0.64,0.5758,0.83,0.194,11,27,38,6.0,Weekday,holiday
4450,2011-07-09,3,0,7,0,6,0,1,0.66,0.6061,0.78,0.194,21,50,71,7.0,Weekday,holiday
4451,2011-07-09,3,0,7,0,6,0,1,0.7,0.6515,0.7,0.2537,68,114,182,8.0,Weekday,holiday
4452,2011-07-09,3,0,7,0,6,0,1,0.74,0.6818,0.58,0.2836,77,170,247,9.0,Weekday,holiday
4453,2011-07-09,3,0,7,0,6,0,1,0.76,0.697,0.52,0.1642,87,177,264,10.0,Weekday,holiday
4454,2011-07-09,3,0,7,0,6,0,1,0.78,0.697,0.46,0.2985,101,189,290,11.0,Weekday,holiday
4455,2011-07-09,3,0,7,0,6,0,1,0.8,0.7273,0.46,0.2537,145,221,366,12.0,Weekday,holiday
4456,2011-07-09,3,0,7,0,6,0,1,0.82,0.7424,0.41,0.2239,167,249,416,13.0,Weekday,holiday
4457,2011-07-09,3,0,7,0,6,0,1,0.84,0.7424,0.36,0.1343,158,215,373,14.0,Weekday,holiday
4458,2011-07-09,3,0,7,0,6,0,1,0.84,0.7273,0.34,0.0896,182,220,402,15.0,Weekday,holiday
4459,2011-07-09,3,0,7,0,6,0,1,0.82,0.7273,0.38,0.0,171,245,416,16.0,Weekday,holiday
4460,2011-07-09,3,0,7,0,6,0,1,0.84,0.7273,0.32,0.0,160,241,401,17.0,Weekday,holiday
4461,2011-07-09,3,0,7,0,6,0,1,0.82,0.7273,0.36,0.1045,132,246,378,18.0,Weekday,holiday
4462,2011-07-09,3,0,7,0,6,0,1,0.76,0.697,0.55,0.1642,128,178,306,19.0,Weekday,holiday
4463,2011-07-09,3,0,7,0,6,0,1,0.76,0.7121,0.58,0.2239,129,185,314,20.0,Weekday,holiday
4464,2011-07-09,3,0,7,0,6,0,1,0.74,0.6818,0.58,0.1642,83,155,238,21.0,Weekday,holiday
4465,2011-07-09,3,0,7,0,6,0,1,0.72,0.6818,0.62,0.1642,60,154,214,22.0,Weekday,holiday
4466,2011-07-09,3,0,7,0,6,0,1,0.72,0.6667,0.58,0.194,47,93,140,23.0,Weekday,holiday
4467,2011-07-10,3,0,7,0,0,0,1,0.7,0.6515,0.61,0.1642,42,112,154,0.0,Weekday,holiday
4468,2011-07-10,3,0,7,0,0,0,1,0.7,0.6515,0.61,0.1343,19,94,113,1.0,Weekday,holiday
4469,2011-07-10,3,0,7,0,0,0,1,0.68,0.6364,0.69,0.0896,28,68,96,2.0,Weekday,holiday
4470,2011-07-10,3,0,7,0,0,0,1,0.66,0.6212,0.74,0.0896,6,19,25,3.0,Weekday,holiday
4471,2011-07-10,3,0,7,0,0,0,1,0.66,0.6212,0.69,0.0896,0,5,5,4.0,Weekday,holiday
4472,2011-07-10,3,0,7,0,0,0,1,0.66,0.6212,0.74,0.0,7,10,17,5.0,Weekday,holiday
4473,2011-07-10,3,0,7,0,0,0,1,0.64,0.5909,0.78,0.0896,8,17,25,6.0,Weekday,holiday
4474,2011-07-10,3,0,7,0,0,0,1,0.7,0.6515,0.7,0.0896,27,38,65,7.0,Weekday,holiday
4475,2011-07-10,3,0,7,0,0,0,1,0.72,0.6818,0.66,0.0,27,65,92,8.0,Weekday,holiday
4476,2011-07-10,3,0,7,0,0,0,1,0.74,0.697,0.66,0.0896,62,107,169,9.0,Weekday,holiday
4477,2011-07-10,3,0,7,0,0,0,1,0.76,0.697,0.55,0.1343,95,173,268,10.0,Weekday,holiday
4478,2011-07-10,3,0,7,0,0,0,1,0.78,0.7273,0.55,0.194,110,177,287,11.0,Weekday,holiday
4479,2011-07-10,3,0,7,0,0,0,1,0.82,0.7576,0.46,0.2836,133,244,377,12.0,Weekday,holiday
4480,2011-07-10,3,0,7,0,0,0,1,0.8,0.7273,0.46,0.2985,139,228,367,13.0,Weekday,holiday
4481,2011-07-10,3,0,7,0,0,0,1,0.82,0.7424,0.41,0.3284,122,227,349,14.0,Weekday,holiday
4482,2011-07-10,3,0,7,0,0,0,1,0.84,0.7424,0.39,0.2836,142,219,361,15.0,Weekday,holiday
4483,2011-07-10,3,0,7,0,0,0,1,0.84,0.7576,0.41,0.2836,128,244,372,16.0,Weekday,holiday
4484,2011-07-10,3,0,7,0,0,0,1,0.84,0.7424,0.36,0.2239,146,217,363,17.0,Weekday,holiday
4485,2011-07-10,3,0,7,0,0,0,1,0.82,0.7424,0.43,0.2836,141,222,363,18.0,Weekday,holiday
4486,2011-07-10,3,0,7,0,0,0,1,0.8,0.7424,0.49,0.3284,120,183,303,19.0,Weekday,holiday
4487,2011-07-10,3,0,7,0,0,0,1,0.76,0.697,0.55,0.194,101,167,268,20.0,Weekday,holiday
4488,2011-07-10,3,0,7,0,0,0,1,0.74,0.6818,0.62,0.2537,65,162,227,21.0,Weekday,holiday
4489,2011-07-10,3,0,7,0,0,0,1,0.74,0.697,0.66,0.2239,56,87,143,22.0,Weekday,holiday
4490,2011-07-10,3,0,7,0,0,0,1,0.72,0.6818,0.66,0.2537,19,53,72,23.0,Weekday,holiday
4491,2011-07-11,3,0,7,0,1,1,1,0.7,0.6515,0.65,0.194,10,25,35,0.0,Weekday,weekday
4492,2011-07-11,3,0,7,0,1,1,1,0.7,0.6515,0.61,0.2836,5,5,10,1.0,Weekday,weekday
4493,2011-07-11,3,0,7,0,1,1,1,0.7,0.6515,0.61,0.2239,8,4,12,2.0,Weekday,weekday
4494,2011-07-11,3,0,7,0,1,1,1,0.68,0.6364,0.65,0.1642,2,8,10,3.0,Weekday,weekday
4495,2011-07-11,3,0,7,0,1,1,1,0.66,0.6212,0.74,0.2239,0,4,4,4.0,Weekday,weekday
4496,2011-07-11,3,0,7,0,1,1,1,0.66,0.6212,0.74,0.1343,5,21,26,5.0,Weekday,weekday
4497,2011-07-11,3,0,7,0,1,1,1,0.68,0.6364,0.74,0.194,19,102,121,6.0,Weekday,weekday
4498,2011-07-11,3,0,7,0,1,1,1,0.7,0.6667,0.74,0.2537,28,289,317,7.0,Weekday,weekday
4499,2011-07-11,3,0,7,0,1,1,1,0.74,0.697,0.66,0.2836,35,385,420,8.0,Weekday,weekday
4500,2011-07-11,3,0,7,0,1,1,1,0.78,0.7424,0.59,0.2985,41,167,208,9.0,Weekday,weekday
4501,2011-07-11,3,0,7,0,1,1,1,0.8,0.7576,0.55,0.3582,44,73,117,10.0,Weekday,weekday
4502,2011-07-11,3,0,7,0,1,1,1,0.82,0.7879,0.56,0.2985,39,89,128,11.0,Weekday,weekday
4503,2011-07-11,3,0,7,0,1,1,1,0.84,0.803,0.53,0.2836,40,108,148,12.0,Weekday,weekday
4504,2011-07-11,3,0,7,0,1,1,1,0.86,0.8182,0.5,0.2537,22,119,141,13.0,Weekday,weekday
4505,2011-07-11,3,0,7,0,1,1,1,0.86,0.8333,0.53,0.2836,40,94,134,14.0,Weekday,weekday
4506,2011-07-11,3,0,7,0,1,1,1,0.86,0.8485,0.56,0.4179,38,108,146,15.0,Weekday,weekday
4507,2011-07-11,3,0,7,0,1,1,1,0.86,0.8485,0.56,0.3881,57,182,239,16.0,Weekday,weekday
4508,2011-07-11,3,0,7,0,1,1,1,0.86,0.8485,0.56,0.4179,59,455,514,17.0,Weekday,weekday
4509,2011-07-11,3,0,7,0,1,1,1,0.86,0.8333,0.53,0.3881,57,415,472,18.0,Weekday,weekday
4510,2011-07-11,3,0,7,0,1,1,1,0.84,0.8333,0.59,0.3284,80,293,373,19.0,Weekday,weekday
4511,2011-07-11,3,0,7,0,1,1,1,0.72,0.697,0.74,0.4179,42,194,236,20.0,Weekday,weekday
4512,2011-07-11,3,0,7,0,1,1,1,0.7,0.6667,0.79,0.4179,21,109,130,21.0,Weekday,weekday
4513,2011-07-11,3,0,7,0,1,1,1,0.72,0.697,0.74,0.1343,20,70,90,22.0,Weekday,weekday
4514,2011-07-11,3,0,7,0,1,1,1,0.7,0.6667,0.79,0.1343,11,44,55,23.0,Weekday,weekday
4515,2011-07-12,3,0,7,0,2,1,1,0.7,0.6667,0.79,0.1343,3,19,22,0.0,Weekday,holiday
4516,2011-07-12,3,0,7,0,2,1,1,0.7,0.6667,0.79,0.0896,6,8,14,1.0,Weekday,holiday
4517,2011-07-12,3,0,7,0,2,1,1,0.7,0.6667,0.79,0.1045,2,7,9,2.0,Weekday,holiday
4518,2011-07-12,3,0,7,0,2,1,2,0.7,0.6667,0.79,0.0,2,6,8,3.0,Weekday,holiday
4519,2011-07-12,3,0,7,0,2,1,1,0.7,0.6667,0.79,0.1642,0,6,6,4.0,Weekday,holiday
4520,2011-07-12,3,0,7,0,2,1,1,0.7,0.6667,0.79,0.0896,4,21,25,5.0,Weekday,holiday
4521,2011-07-12,3,0,7,0,2,1,1,0.74,0.6818,0.58,0.2239,13,102,115,6.0,Weekday,holiday
4522,2011-07-12,3,0,7,0,2,1,1,0.76,0.697,0.55,0.194,29,301,330,7.0,Weekday,holiday
4523,2011-07-12,3,0,7,0,2,1,1,0.76,0.7121,0.58,0.2239,35,382,417,8.0,Weekday,holiday
4524,2011-07-12,3,0,7,0,2,1,1,0.78,0.7273,0.55,0.4925,27,149,176,9.0,Weekday,holiday
4525,2011-07-12,3,0,7,0,2,1,1,0.82,0.7727,0.52,0.1642,38,85,123,10.0,Weekday,holiday
4526,2011-07-12,3,0,7,0,2,1,1,0.82,0.7727,0.52,0.1642,39,86,125,11.0,Weekday,holiday
4527,2011-07-12,3,0,7,0,2,1,1,0.86,0.7879,0.44,0.2985,38,125,163,12.0,Weekday,holiday
4528,2011-07-12,3,0,7,0,2,1,1,0.86,0.803,0.47,0.2239,32,104,136,13.0,Weekday,holiday
4529,2011-07-12,3,0,7,0,2,1,1,0.9,0.8485,0.42,0.2985,33,91,124,14.0,Weekday,holiday
4530,2011-07-12,3,0,7,0,2,1,1,0.9,0.8485,0.42,0.3582,37,111,148,15.0,Weekday,holiday
4531,2011-07-12,3,0,7,0,2,1,1,0.86,0.7879,0.44,0.2836,25,177,202,16.0,Weekday,holiday
4532,2011-07-12,3,0,7,0,2,1,1,0.88,0.8182,0.44,0.2836,48,380,428,17.0,Weekday,holiday
4533,2011-07-12,3,0,7,0,2,1,1,0.86,0.803,0.47,0.2985,39,472,511,18.0,Weekday,holiday
4534,2011-07-12,3,0,7,0,2,1,1,0.84,0.7576,0.44,0.2836,42,295,337,19.0,Weekday,holiday
4535,2011-07-12,3,0,7,0,2,1,1,0.82,0.7424,0.43,0.194,57,251,308,20.0,Weekday,holiday
4536,2011-07-12,3,0,7,0,2,1,1,0.82,0.7424,0.43,0.1045,49,209,258,21.0,Weekday,holiday
4537,2011-07-12,3,0,7,0,2,1,1,0.8,0.7273,0.46,0.1343,44,150,194,22.0,Weekday,holiday
4538,2011-07-12,3,0,7,0,2,1,1,0.78,0.7121,0.52,0.0,20,59,79,23.0,Weekday,holiday
4539,2011-07-13,3,0,7,0,3,1,1,0.76,0.7121,0.62,0.0,9,37,46,0.0,Weekday,holiday
4540,2011-07-13,3,0,7,0,3,1,1,0.76,0.697,0.55,0.0,1,11,12,1.0,Weekday,holiday
4541,2011-07-13,3,0,7,0,3,1,1,0.76,0.697,0.55,0.0,2,3,5,2.0,Weekday,holiday
4542,2011-07-13,3,0,7,0,3,1,1,0.74,0.6818,0.58,0.194,0,4,4,3.0,Weekday,holiday
4543,2011-07-13,3,0,7,0,3,1,1,0.74,0.6818,0.58,0.2537,0,5,5,4.0,Weekday,holiday
4544,2011-07-13,3,0,7,0,3,1,1,0.74,0.6818,0.58,0.194,4,22,26,5.0,Weekday,holiday
4545,2011-07-13,3,0,7,0,3,1,1,0.74,0.6818,0.58,0.1642,18,103,121,6.0,Weekday,holiday
4546,2011-07-13,3,0,7,0,3,1,1,0.76,0.697,0.55,0.2537,32,281,313,7.0,Weekday,holiday
4547,2011-07-13,3,0,7,0,3,1,1,0.8,0.7424,0.49,0.2537,31,418,449,8.0,Weekday,holiday
4548,2011-07-13,3,0,7,0,3,1,1,0.82,0.7424,0.41,0.194,23,163,186,9.0,Weekday,holiday
4549,2011-07-13,3,0,7,0,3,1,1,0.82,0.7576,0.46,0.194,33,80,113,10.0,Weekday,holiday
4550,2011-07-13,3,0,7,0,3,1,1,0.84,0.7424,0.39,0.1642,55,110,165,11.0,Weekday,holiday
4551,2011-07-13,3,0,7,0,3,1,1,0.84,0.7576,0.41,0.2836,40,134,174,12.0,Weekday,holiday
4552,2011-07-13,3,0,7,0,3,1,3,0.82,0.7576,0.46,0.1343,39,119,158,13.0,Weekday,holiday
4553,2011-07-13,3,0,7,0,3,1,3,0.82,0.7576,0.46,0.1343,27,89,116,14.0,Weekday,holiday
4554,2011-07-13,3,0,7,0,3,1,3,0.64,0.5606,0.94,0.1343,13,33,46,15.0,Weekday,holiday
4555,2011-07-13,3,0,7,0,3,1,2,0.66,0.5909,0.89,0.0,23,118,141,16.0,Weekday,holiday
4556,2011-07-13,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.0,70,418,488,17.0,Weekday,holiday
4557,2011-07-13,3,0,7,0,3,1,1,0.72,0.697,0.79,0.1343,51,412,463,18.0,Weekday,holiday
4558,2011-07-13,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.1045,79,340,419,19.0,Weekday,holiday
4559,2011-07-13,3,0,7,0,3,1,1,0.7,0.6667,0.84,0.1642,61,281,342,20.0,Weekday,holiday
4560,2011-07-13,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.1045,56,194,250,21.0,Weekday,holiday
4561,2011-07-13,3,0,7,0,3,1,1,0.68,0.6364,0.83,0.194,48,136,184,22.0,Weekday,holiday
4562,2011-07-13,3,0,7,0,3,1,1,0.66,0.6061,0.83,0.2537,33,83,116,23.0,Weekday,holiday
4563,2011-07-14,3,0,7,0,4,1,1,0.66,0.6212,0.69,0.2985,14,32,46,0.0,Weekday,holiday
4564,2011-07-14,3,0,7,0,4,1,1,0.66,0.6212,0.61,0.2537,4,21,25,1.0,Weekday,holiday
4565,2011-07-14,3,0,7,0,4,1,1,0.64,0.6212,0.57,0.2985,3,7,10,2.0,Weekday,holiday
4566,2011-07-14,3,0,7,0,4,1,1,0.62,0.6212,0.57,0.2985,1,5,6,3.0,Weekday,holiday
4567,2011-07-14,3,0,7,0,4,1,1,0.62,0.6212,0.53,0.2537,0,6,6,4.0,Weekday,holiday
4568,2011-07-14,3,0,7,0,4,1,1,0.6,0.6212,0.56,0.2239,6,22,28,5.0,Weekday,holiday
4569,2011-07-14,3,0,7,0,4,1,1,0.6,0.6061,0.6,0.2239,14,116,130,6.0,Weekday,holiday
4570,2011-07-14,3,0,7,0,4,1,1,0.62,0.6212,0.53,0.2537,23,311,334,7.0,Weekday,holiday
4571,2011-07-14,3,0,7,0,4,1,1,0.64,0.6212,0.5,0.3582,53,433,486,8.0,Weekday,holiday
4572,2011-07-14,3,0,7,0,4,1,1,0.68,0.6364,0.47,0.2836,29,195,224,9.0,Weekday,holiday
4573,2011-07-14,3,0,7,0,4,1,1,0.7,0.6364,0.42,0.2537,32,95,127,10.0,Weekday,holiday
4574,2011-07-14,3,0,7,0,4,1,1,0.72,0.6515,0.37,0.2239,38,110,148,11.0,Weekday,holiday
4575,2011-07-14,3,0,7,0,4,1,1,0.74,0.6515,0.35,0.2537,51,172,223,12.0,Weekday,holiday
4576,2011-07-14,3,0,7,0,4,1,1,0.76,0.6667,0.33,0.3284,39,138,177,13.0,Weekday,holiday
4577,2011-07-14,3,0,7,0,4,1,1,0.74,0.6515,0.35,0.2836,49,129,178,14.0,Weekday,holiday
4578,2011-07-14,3,0,7,0,4,1,1,0.76,0.6667,0.33,0.2985,42,138,180,15.0,Weekday,holiday
4579,2011-07-14,3,0,7,0,4,1,1,0.76,0.6667,0.33,0.1343,43,231,274,16.0,Weekday,holiday
4580,2011-07-14,3,0,7,0,4,1,1,0.74,0.6515,0.37,0.1343,78,517,595,17.0,Weekday,holiday
4581,2011-07-14,3,0,7,0,4,1,1,0.72,0.6515,0.42,0.194,94,484,578,18.0,Weekday,holiday
4582,2011-07-14,3,0,7,0,4,1,1,0.72,0.6515,0.39,0.2239,67,333,400,19.0,Weekday,holiday
4583,2011-07-14,3,0,7,0,4,1,1,0.7,0.6364,0.42,0.2239,81,267,348,20.0,Weekday,holiday
4584,2011-07-14,3,0,7,0,4,1,1,0.66,0.6212,0.5,0.1343,58,203,261,21.0,Weekday,holiday
4585,2011-07-14,3,0,7,0,4,1,1,0.64,0.6212,0.57,0.0896,42,134,176,22.0,Weekday,holiday
4586,2011-07-14,3,0,7,0,4,1,1,0.64,0.6061,0.65,0.2537,27,97,124,23.0,Weekday,holiday
4587,2011-07-15,3,0,7,0,5,1,1,0.62,0.5909,0.73,0.2239,23,57,80,0.0,Weekday,holiday
4588,2011-07-15,3,0,7,0,5,1,1,0.62,0.5909,0.73,0.194,7,13,20,1.0,Weekday,holiday
4589,2011-07-15,3,0,7,0,5,1,1,0.6,0.5758,0.78,0.1642,16,22,38,2.0,Weekday,holiday
4590,2011-07-15,3,0,7,0,5,1,1,0.6,0.5909,0.73,0.194,1,6,7,3.0,Weekday,holiday
